"","title","year","volnum","issuenum","pagenum","primauth","st","ct","site","jstor","ststring","ctstring","comm","avoid"
"661","The Chaco Pilgrimage Model: Evaluating the Evidence from Pueblo Alto",2012,77,3,467,"Plog",29,"SJ","629","http://www.jstor.org/stable/23486284","New Mexico","San Juan","",""
"662","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,532,"Potter",5,"LP","185","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"663","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","237","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"664","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","171","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"665","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","241","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"666","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","187","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"667","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","242","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"668","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","240","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"669","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","243","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"670","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","179","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"671","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","176","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"672","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","177","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"673","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","239","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"674","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","503","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"675","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","246","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"676","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","511","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"677","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","245","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"678","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","184","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"679","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","248","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"680","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","481","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"681","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,533,"Potter",5,"LP","236","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"682","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,536,"Potter",5,"LP","177","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"683","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,538,"Potter",5,"LP","483","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"684","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,538,"Potter",5,"LP","379","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"685","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,540,"Potter",5,"LP","240","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"686","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,540,"Potter",5,"LP","242","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"687","Mortuary Features and Identity Construction in an Early Village Community in the American Southwest",2011,76,3,540,"Potter",5,"LP","245","http://www.jstor.org/stable/41331906","Colorado","La Plata","",""
"688","Place of Origin of Prehistoric Inhabitants of Aztalan, Jefferson Co., Wisconsin",2007,72,3,524,"Price",47,"JE","1","http://www.jstor.org/stable/40035859","Wisconsin","Jefferson","",""
"689","Place of Origin of Prehistoric Inhabitants of Aztalan, Jefferson Co., Wisconsin",2007,72,3,533,"Price",11,"MS","2","http://www.jstor.org/stable/40035859","Illinois","Mason","",""
"690","Evidence of Early Paleoindian Bone Modification and Use at the Sheriden Cave Site (33WY252), Wyandot County, Ohio",2005,70,3,504,"Redmond",33,"WY","252","http://www.jstor.org/stable/40035311","Ohio","Wyandot","",""
"691","Fishing down the Food Web: A Case Study from St. Augustine, Florida, USA",2004,69,1,68,"Reitz",8,"SJ","31","http://www.jstor.org/stable/4128348","Florida","St. Johns","",""
"692","Fishing down the Food Web: A Case Study from St. Augustine, Florida, USA",2004,69,1,68,"Reitz",8,"SJ","34","http://www.jstor.org/stable/4128348","Florida","St. Johns","",""
"693","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"AN","286","http://www.jstor.org/stable/43184898","Maryland","Annapolis","",""
"694","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"AN","287","http://www.jstor.org/stable/43184898","Maryland","Annapolis","",""
"695","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"DO","127","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"696","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"DO","220","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"697","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"DO","130","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"698","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"DO","429","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"699","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",18,"DO","436","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"700","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",44,"NH","478","http://www.jstor.org/stable/43184898","Virginia","Northampton","",""
"701","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,571,"Rick",44,"NH","440","http://www.jstor.org/stable/43184898","Virginia","Northampton","",""
"702","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,574,"Rick",18,"DO","478","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"703","Accelerator Mass Spectrometry ¹⁴c Dating and the Antiquity of Shell-tempered Ceramics from the Chesapeake Bay and Middle Atlantic",2013,78,3,574,"Rick",18,"DO","440","http://www.jstor.org/stable/43184898","Maryland","Dorchester","",""
"704","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,137,"Roper",25,"NH","2","http://www.jstor.org/stable/20622485","Nebraska","Nemaha","",""
"705","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,138,"Roper",14,"OT","5","http://www.jstor.org/stable/20622485","Kansas","Ottawa","",""
"706","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,138,"Roper",14,"CY","1","http://www.jstor.org/stable/20622485","Kansas","Clay","",""
"707","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,138,"Roper",14,"GE","127","http://www.jstor.org/stable/20622485","Kansas","Geary","",""
"708","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,138,"Roper",14,"RY","301","http://www.jstor.org/stable/20622485","Kansas","Riley","",""
"709","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,138,"Roper",14,"PO","4","http://www.jstor.org/stable/20622485","Kansas","Pottawatomie","",""
"710","Determining Provenance of Shell-Tempered Pottery from the Central Plains Using Petrography and Oxidation Analysis",2010,75,1,138,"Roper",23,"BN","2","http://www.jstor.org/stable/20622485","Missouri","Boone","",""
"711","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,142,"Sassaman",38,"AK","224","http://www.jstor.org/stable/40035325","South Carolina","Aiken","",""
"712","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,142,"Sassaman",9,"LI","444","http://www.jstor.org/stable/40035325","Georgia","Liberty","",""
"713","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,150,"Sassaman",8,"WL","1278","http://www.jstor.org/stable/40035325","Florida","Walton","",""
"714","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,150,"Sassaman",8,"WL","1005","http://www.jstor.org/stable/40035325","Florida","Walton","",""
"715","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,156,"Sassaman",9,"TF","5","http://www.jstor.org/stable/40035325","Georgia","Telfair","",""
"716","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,156,"Sassaman",38,"CH","1609","http://www.jstor.org/stable/40035325","South Carolina","Charleston","",""
"717","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,156,"Sassaman",8,"DI","52","http://www.jstor.org/stable/40035325","Florida","Dixie","",""
"718","Dating and Explaining Soapstone Vessels: A Comment on Truncer",2006,71,1,156,"Sassaman",1,"MG","300","http://www.jstor.org/stable/40035325","Alabama","Morgan","",""
"719","Stallings Island Revisited: New Evidence for Occupational History, Community Pattern, and Subsistence Technology",2006,71,3,539,"Sassaman",9,"CB","1","http://www.jstor.org/stable/40035364","Georgia","Colombia","",""
"720","Stallings Island Revisited: New Evidence for Occupational History, Community Pattern, and Subsistence Technology",2006,71,3,552,"Sassaman",9,"CB","138","http://www.jstor.org/stable/40035364","Georgia","Colombia","",""
"721","Stallings Island Revisited: New Evidence for Occupational History, Community Pattern, and Subsistence Technology",2006,71,3,552,"Sassaman",38,"ED","5","http://www.jstor.org/stable/40035364","South Carolina","Edgefield","",""
"722","Stallings Island Revisited: New Evidence for Occupational History, Community Pattern, and Subsistence Technology",2006,71,3,554,"Sassaman",38,"BU","29","http://www.jstor.org/stable/40035364","South Carolina","Beaufort","",""
"723","Stallings Island Revisited: New Evidence for Occupational History, Community Pattern, and Subsistence Technology",2006,71,3,555,"Sassaman",38,"ED","9","http://www.jstor.org/stable/40035364","South Carolina","Edgefield","",""
"724","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"WC","5","http://www.jstor.org/stable/40035868","Lousiana","West Carroll","",""
"725","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"WC","10","http://www.jstor.org/stable/40035868","Lousiana","West Carroll","",""
"726","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"MA","201","http://www.jstor.org/stable/40035868","Lousiana","Madison","",""
"727","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"OU","259","http://www.jstor.org/stable/40035868","Lousiana","Ouachita","",""
"728","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"L","17","http://www.jstor.org/stable/40035868","Lousiana","Lincoln","",""
"729","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"CT","5","http://www.jstor.org/stable/40035868","Lousiana","Catahoula","",""
"730","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"OU","89","http://www.jstor.org/stable/40035868","Lousiana","Ouachita","",""
"731","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",16,"RI","105","http://www.jstor.org/stable/40035868","Lousiana","Richland","",""
"732","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,632,"Saunders",22,"WR","691","http://www.jstor.org/stable/40035868","Mississippi","Warren","",""
"733","Watson Brake, a Middle Archaic Mound Complex in Northeast Louisiana",2005,70,4,664,"Saunders",16,"FR","2","http://www.jstor.org/stable/40035868","Lousiana","Franklin","",""
